Text,Date,Sentiment,Company
Ramco Cements rallies 8%; hits 52-week high on healthy Q4 volume growth,2023-05-19,1,ramco
"Sebi plan to prune MF costs: New expense slabs, no additional charges",2023-05-19,0,
Datamatics Global Services zooms 71% in one month on robust Q4 results,2023-05-19,1,datamatics
"Axis Bank, L&T, Thermax: Chris Wood rejigs India equity portfolio",2023-05-19,0,
Adani Total Gas hits over 2-year low; stock slips 26% in six trading days,2023-05-19,2,adani
Wipro Share Buyback: Here's how retail investors can benefit,2023-05-19,1,wipro
"Stocks to Watch today, May 19: ITC, Thomas Cook, Zomato, Nexus REIT, IndiGo",2023-05-19,1,thomas
"  SEBI wants mutual funds to catch front running, insider trading frauds",2023-05-20,0,
"  Divi's Labs Q4 net profit declines 64% to Rs 318.79 crore, lags estimate",2023-05-20,0,divi's
  US debt ceiling deal to set the tone for commodities market next week,2023-05-20,1,
"  RBI unlikely to change policy stance in the next few meetings, says Weekend Investing founder",2023-05-20,0,
"  Volatile market sees broader indices outperform benchmarks; IT, realty regain shine",2023-05-20,1,
  ​Moneycontrol Pro Weekender: From the micro to the macro,2023-05-20,0,
"  Option spreads, the best way to handle consolidating market",2023-05-20,1,
"  Market falls amid volatility; FII buying continues, rupee dips further",2023-05-20,2,
  Sebi pitches for expulsion of AIFs with members from same family or business group,2023-05-20,0,
"  Sebi bats for participation of NBFCs, MFs, insurance firms in corporate bond market",2023-05-20,0,
  Sebi moots linking SCORES with ODR for faster resolution of investor grievance,2023-05-20,0,
US Fed Reserve's Jerome Powell hints at interest rate hike pause in June policy,2023-05-20,0,
Sebi proposes to cut down IPO listing timeline to 3 days from 6 days,2023-05-20,0,
Here's how much profit India's top 10 companies earned in FY23,2023-05-20,1,
"Sebi proposes institutional mechanism for AMCs for deterrence of possible mkt abuse, fraudulent transaction",2023-05-20,0,
"Dalal Street Week Ahead: Steep up move unlikely until Nifty crosses 18,350-18,500 zone",2023-05-20,0,
"How rule-based strategies can help you from FOMO, revenge trading",2023-05-20,0,
"This Ashish Kacholia-owned money spinner turned Rs 10,000 to Rs 11 lakh in 10 years",2023-05-20,0,
Essentials for wealth creation: 4 stocks with high ROE & ROCE,2023-05-20,1,
Rs 2000 notes to go but 19 Sensex stocks below Rs 2K can be game changers for your portfolio,2023-05-20,2,
They also build portfolio! 4 companies from home building sector that can offer up to 30% returns,2023-05-20,0,home
Weekly Top Picks: 5 stocks with consistent score improvement and upside potential of up to 43%,2023-05-20,1,
Learn With ETMarkets: A complete investor guide on efficiency ratios,2023-05-20,0,
"Investors still pouring into cash, but pace slows: BofA",2023-05-20,0,
Wall St Week Ahead-Artificial intelligence gives real boost to U.S. stock market,2023-05-20,0,
Analysts bullish on SBI after strong Q4,2023-05-20,1,sbi
ITC's dream run on D-Street to continue,2023-05-20,0,
Adani stocks rally up to 7% after relief from SC panel,2023-05-20,2,adani
Sebi found some entities took short positions ahead of Hindenburg report: Panel,2023-05-20,0,
"As benchmarks take a breather, 47 smallcap stocks offer double-digit weekly returns",2023-05-20,1,
Wall St slips on debt ceiling uncertainty,2023-05-20,2,
Powell steers policy debate with clear signal on June rate pause,2023-05-19,0,
"Onus of preventing front running, insider trading to fall on AMCs",2023-05-20,2,
Market regulator Sebi plans to shorten IPO listing timeline to three days,2023-05-20,0,
Sebi asks AMCs to set up control systems to identify market manipulation,2023-05-20,0,
"Rs 2,000 note withdrawal: It'll be business as usual for mkts, say analysts",2023-05-20,1,
Sebi seeks to revamp investor grievance redressal process to strengthen it,2023-05-20,0,
Sebi proposes measures to boost liquidity in corporate bond market,2023-05-20,0,
"Gold price falls Rs 330 to Rs 60,870, silver dips Rs 200 to Rs 74,300",2023-05-20,2,silver
  Dalal Street Week Ahead: Here are the top 10 factors that will keep traders busy,2023-05-21,0,
"  Daily Voice | This fund manager is bullish on financials, capital goods, export manufacturers",2023-05-21,0,
  Pick these 3 stocks for up to 24 percent returns,2023-05-21,1,
Three of the four listed aviation stocks struggling for a lift-off,2023-05-21,1,
"Market Trading Guide: Centum Electronics, DLF among 7 stock recommendations for Monday",2023-05-21,1,dlf
Sebi proposes curbs on derivative-linked share moves,2023-05-21,0,
Six entities under lens for suspicious trading in Adani shares: SC panel,2023-05-21,2,adani
3 professional and commercial services stocks with an upside potential up to 34%,2023-05-21,1,
Right mix: 4 largecap stocks with high ROE and consistent ROCE for wealth creation,2023-05-21,1,
Why PEG ratio is better than PE for selecting stocks for investing,2023-05-21,1,
"Dividend declared this week: ITC, SBI among 9 largecap firms that announced dividends in Q4",2023-05-21,1,sbi
"FPIs bring in Rs 30,945 cr in May on strong economic fundamentals",2023-05-21,1,
"Mcap of 6 of top 10 valued firms erodes by Rs 70,486.95 cr; Reliance, TCS biggest laggards",2023-05-21,1,tcs
Monetary tightening behind us; liquidity to remain key focus for RBI,2023-05-21,0,
"Q4 results this week: LIC, Shree Cements, Vodafone Idea, Sun Pharma, M&M, Nykaa and others",2023-05-21,1,shree
"Why the stock market keeps rallying, defying doom scenarios",2023-05-21,0,
Learn With ETMarkets: Decoding option prices,2023-05-21,0,
"Q4 results, Fed minutes among 7 factors to drive D-Street traders' strategy in a volatile market this week",2023-05-21,0,
Statsguru: Six charts explain LIC's stock listing pains amid headwinds,2023-05-21,1,
Sebi proposes measures to contain price volatility on shares in derivative,2023-05-21,0,
"Six short-sellers in Adani stocks under ED, Sebi lens for insider trading",2023-05-21,0,adani
"Rs 2,000 note: Hawala rate at Rs 91 for $; exchange for gold at Rs 70K",2023-05-21,2,
Sebi proposes curbs on extreame price movements in derivative-linked shared,2023-05-21,0,
Centre likely to push ECGC IPO to next year amid global uncertainties,2023-05-21,1,
Market regulator proposes halving IPO listing time on stock exchanges,2023-05-21,1,
"Mcap of top valued firms erodes by Rs 70,487 cr; RIL, TCS biggest laggards",2023-05-21,1,tcs
"Q4 results, FII trading activity to guide markets this week: Analysts",2023-05-21,0,
  Bulk deals | Porinju Veliyath's firm picks 0.53% stake in Kokuyo Camlin; GQG Partners buys Rs 415 crore shares in Max Healthcare,2023-05-22,1,healthcare
  Vedanta declares first interim dividend for FY24; details here,2023-05-22,0,vedanta
  China is jumping at digital shadows,2023-05-22,1,
  Meta’s $1.3 billion EU fine could get worse,2023-05-22,1,
  Failure of Banks and Financial Institutions: Regulators can only have a roadside view of risks,2023-05-22,1,
  REITs and InvITS must ensure dematerialisation of securities by June 30: Sebi,2023-05-22,0,
"  Technical View | Nifty may see potential upmove towards 18,400-18,500 in monthly F&O expiry week",2023-05-22,1,
  Gainers & Losers: 10 Stocks that moved the most on May 22,2023-05-22,2,
"  Taking Stock: Market gains for second day; Sensex up 234 points, Nifty above 18,300 as IT, metals shine",2023-05-22,1,
"  Live: Nifty reclaims 18,300; Divi's Lab, Balaji Amines & Suzlon in focus",2023-05-22,1,divi's
  NLC India Ltd jumps 7% on robust Q4 numbers,2023-05-22,1,nlc
  Moneycontrol Pro Panorama | When economics collides with geopolitics,2023-05-22,0,
  Sun Pharma Advanced Research Company falls 5% as quarterly loss widens to Rs 82 crore,2023-05-22,2,advanced
  Som Distilleries shares hit record high on tie-up with Carlsberg for Odisha plant,2023-05-22,1,som
"  NTPC gains as low valuation, upbeat analyst commentary trigger buying binge",2023-05-22,1,ntpc
  Shilpa Medicare continues to fall despite US FDA relief for Hyderabad unit,2023-05-22,2,shilpa
  Cochin Shipyard sinks 10% on dismal March quarter performance,2023-05-22,2,cochin
  Glenmark Pharma sheds 7% on Rs 428-crore net loss in Q4,2023-05-22,2,glenmark
"  Colonial exploitation included heritage theft, and that continues to this day",2023-05-22,1,heritage
  Adani stocks head for best day since Hindenburg report,2023-05-22,2,adani
  Muthoot Finance shares jump nearly 8% on the back of solid Q4 numbers,2023-05-22,1,muthoot
"  SEBI's attempts to improve corporate governance are also an unending battle against tech smokescreens, business complexity and rogue elements",2023-05-22,0,
  JK Lakshmi Cement cracks 5% after dismal Q4 show,2023-05-22,1,jk
  ‘Boomy’ talk about the Chinese economy is a charade,2023-05-22,0,
"  Lenders, housing, housing-related stocks, the best way to play investment upcycle",2023-05-22,1,
  Godawari Power slumps 5% as March quarter numbers disappoint,2023-05-22,2,godawari
  SEBI’s case for presuming guilt till proven innocent is a weak one,2023-05-22,0,
  Narayana Hrudayalaya soars to 52-week high on upbeat Q4 earnings,2023-05-22,1,narayana
  IRB Infra sulks as consolidated net falls by a fourth,2023-05-22,2,consolidated
"  Siemens falls 10% on nod to sale of low voltage motors, gears wing for Rs 2,200 cr",2023-05-22,2,siemens
  Dismal Q4 earnings drag Balaji Amines shares to 52-week low,2023-05-22,2,balaji
  Options Trade | An earning-based wide-range non-directional options strategy in Indiabulls Housing Finance,2023-05-22,1,indiabulls
"  Zomato gains 2% after Q4 loss narrows, boosts hopes of profitability",2023-05-22,2,zomato
  Analysts maintain lukewarm stance on JSW Steel but raise target price on stock,2023-05-22,1,steel
  Divi's Labs rises 3% as Q4 earnings improve sequentially; Here's what brokerages say,2023-05-22,1,divi's
  The 2000-rupee notes will die unsung,2023-05-22,1,
  The promise on the currency note,2023-05-22,1,
"  Top 10 trading ideas for next 3-4 weeks as bulls take charge of Nifty, 8 weeks on",2023-05-22,1,
"  Closing Bell: Nifty ends above 18,300, Sensex up 234 pts; pharma, IT, metals rally",2023-05-22,1,
"  Buzzing Stocks: Zomato, NTPC, Bandhan Bank, Divi's Lab and others in focus",2023-05-22,1,bandhan
"  Interview | 'Nifty likely hitting 19,000 by June, expect buying interest in these 4 stocks'",2023-05-22,1,
"  Oil edges up on supply worries, G7 pledge to enforce Russian price caps",2023-05-22,1,
"  Trade Spotlight | Your strategy for KEC International, Ramco Cements, Mastek today",2023-05-22,1,mastek
"  Daily Voice | Strong year ahead in auto sector driven by demand, receding inflation and cost efficiency, says Sushant Bhansali of Ambit",2023-05-22,1,bhansali
  Asian markets on edge as US debt ceiling talks approach crunch time,2023-05-22,0,
"  Hot Stocks | Here's why you should bet on NIIT, KEI Industries for short term",2023-05-22,0,kei
  Deploy modified Put Butterfly in Nifty: Shubham Agarwal,2023-05-22,1,butterfly
  Commodity Futures | A Head and Shoulders on the hourly chart of Turmeric,2023-05-22,0,
  Cash Market | M&M shows a pattern of higher highs and higher lows,2023-05-22,1,m&m
  Cash Market | Consolidation breakout in Birla Soft,2023-05-22,2,birla
  Cash Market | Tata Investment looking good after consolidation,2023-05-22,0,tata
  Dalal Street This Week: Here are the top 10 factors that will keep D-Street buzzing,2023-05-22,0,
Vedanta announces first interim dividend of Rs 18 per share for FY24,2023-05-22,0,vedanta
"Stock Radar: Buy Engineers India for a target of Rs 120 in next 3-4 months, says Gaurav Bissa, InCred Equities",2023-05-22,1,engineers
JPMorgan sees $3 billion net interest income boost from First Republic deal,2023-05-22,1,
"Market Trading Guide:  Maruti Suzuki, Infosys futures are 2 stock recommendations for Tuesday",2023-05-22,0,infosys
Morgan Stanley offloads stake in this pharma stock via bulk deal,2023-05-22,2,
7 stocks that show a bullish MACD crossover,2023-05-22,1,
US stocks drift higher amid debt ceiling talks,2023-05-22,0,
"​5 stocks exited by MFs in April 2023, soar up to 76% in FY24 so far​",2023-05-22,1,
Unleashing change: The new electricity act and India's powersector,2023-05-22,0,
"Sensex, Nifty rise for 2nd day on buying in IT, Adani stocks",2023-05-22,1,adani
"Sensex ends 234 pts higher, Nifty above 18,300; Suzlon Energy surges 10%, Siemens tanks 8%",2023-05-22,1,siemens
Midcap EPS growth to race past Nifty's! Jefferies recommends picking these 10 stocks for up to 30% gains,2023-05-22,1,
"Balaji Amines shares plummet 18%, hit 52-week low on weak Q4 earnings",2023-05-22,2,balaji
"Gland Pharma shares tank 19%, hit 52-week low as Q4 earning weighs",2023-05-22,2,gland
5 smallcaps with consistent sales & profit growth surge over 100% in a year,2023-05-22,1,
European shares tentative as nerves over US debt talks linger,2023-05-22,0,
Electrifying portfolio; 4 stocks from consumer electrical space with upside potential of up to 37%,2023-05-22,0,
Japan's Nikkei rises for 8th day on optimism for better returns to investors,2023-05-22,1,
"Rs 2,000 notes withdrawal can increase bank deposits by Rs 2 lakh crore",2023-05-22,2,
Stock picks of the week: 5 stocks with consistent score improvement and upside potential of up to 41%,2023-05-22,1,
"Momentum Pick: After 28% returns in 1 year, IGL poised for another 27% upside",2023-05-22,1,igl
"Best day for Adani stocks since Hindenburg report; investors gain Rs 80,000 crore",2023-05-22,1,adani
FPI buying in Indian shares hits 6-month high in first half of May: NSDL,2023-05-22,1,
"FII tracker: Rs 20,000 crore just flew into banks & other 5 sectors",2023-05-22,0,just
PMS Talk: Sachin Shah talks about Capital Builder Fund & spotting multibaggers,2023-05-22,0,shah
Technical stock picks: Bharti Airtel among 6 stocks that can rally up to 18%,2023-05-22,1,bharti
"Hot Stocks: Brokerage view on Muthoot Finance, Bandhan Bank, Delhivery, Zomato and Divi’s Laboratories",2023-05-22,0,bandhan
Sensex rallies over 100 points as IT stocks hold fort,2023-05-22,2,
"Sensex loses 100 points, Nifty below 18,200; Zomato gains 2%",2023-05-22,2,zomato
Stocks to buy today: 6 short-term trading ideas by experts for 22 May 2023,2023-05-22,1,
"Stocks in focus: JSW Steel, Vedanta and more",2023-05-22,1,jsw
"Buy or Sell: Stock ideas by experts for May 22, 2023",2023-05-22,2,
Trucking giant in multi-month breakout as major banker goes bullish to sideways,2023-05-22,1,
At multi-year highs: These 8 stocks have given 5-year breakouts,2023-05-22,1,
"F&O Ban: Balrampur Chini, GNFC, Manappuram among 6 stocks under ban on Monday",2023-05-22,1,manappuram
Two stocks with potential to rise soon by 6% and 8%,2023-05-22,1,
Positive Breakout: These 8 stocks crossed their 200 DMAs,2023-05-22,1,
"Benchmark equity indices rise for second day on gains in RIL, IT stocks",2023-05-22,1,
"Global investment firms IFC, M&G invest in Vivriti Retail Asset Fund",2023-05-22,0,
Street unhappy over Siemens' plan to sell its low-voltage motor unit,2023-05-22,2,
"Mutual funds buy the dip in IT stocks; invest Rs 9,500 crore in 2023",2023-05-22,2,
"All 10 Adani stocks gain, group m-cap back in Rs 10-trillion league",2023-05-22,1,adani
Zomato shares give up intra-day gains to settle lower on profit booking,2023-05-22,1,zomato
"Sebi asks REITs, InviTs to hold securities of SPVs, Holding Cos in demat",2023-05-22,0,
Sebi proposals to deal with suspicious trading will curb fraud: Experts,2023-05-22,0,
Sebi moots proposal to strengthen investor grievance mechanism SCORES,2023-05-22,0,
FPI flows turn positive on trailing one-year basis after 16 months,2023-05-22,1,
"IT stocks spark 234-pt rally in Sensex; Nifty tops 18,300; Adani Ent up 20%",2023-05-22,1,adani
"Jet Airways, SpiceJet hit 52-week lows, slip up to 10% in firm market",2023-05-22,2,jet
Narayana Hrudayalaya rallies 11% to hit a record high on strong Q4 results,2023-05-22,1,narayana
Stock of this pharma company has plunged 80% from its record high level,2023-05-22,1,
"SBI, PNB, Bandhan Bank: Trading strategies in bank stocks post Q4 results",2023-05-22,1,bandhan
Shreyas Shipping zooms 20% as board to mull delisting plan on May 24,2023-05-22,1,shreyas
Siemens dips 10% after board okays sale of low voltage-geared motors biz,2023-05-22,2,siemens
"TCS up 1% as consortium bags Rs 15,000-cr order from BSNL for 4G deployment",2023-05-22,1,tcs
"Balaji Amines tanks 19%, hits 52-week low on weak Q4 results",2023-05-22,2,balaji
"5 Adani Group stks freeze at 5% upper limit; AWL, Adani Ent surge up to 8%",2023-05-22,1,adani
There is need for tech-driven regulations for digital assets: Report,2023-05-22,0,
Brokerage industry undergoing big transformation: IIFL Securities chairman,2023-05-22,0,iifl
"Stocks to Watch today, May 22: Adani Group, Realty, NTPC, Zomato, Zee Ent",2023-05-22,1,adani
"  Bulk Deals: Nuvama Wealth Finance offloads over 1.1% in SpiceJet, Norges Bank buys Rs 133.7 cr shares in Syrma SGS",2023-05-23,1,syrma
  Mahindra & Mahindra to sell 3.2% stake in Mahindra CIE automotive,2023-05-23,1,mahindra
"  Gati CFO: Increasing wallet share and volumes to help clock Rs 3,000-crore revenue target",2023-05-23,1,gati
  Air conditioning can't stop climate migration,2023-05-23,1,
"  Technical View: Possible consolidation above 18,300 on Nifty can drive another leg of rally",2023-05-23,1,
"  LIVE: Lot Of Appetite To Invest In India, says Salvatore Babones On PM Modi's Australia Visit",2023-05-23,0,
  Gainers & Losers: 10 Stocks that moved the most on May 23,2023-05-23,2,
  Taking Stock: Market ends with minor gains amid last-hour selling; metals outshine,2023-05-23,1,
  RBI must adopt well-defined and time-bound guidelines on replacing soiled notes,2023-05-23,0,
  Moneycontrol Pro Panorama | Divi's Labs Q4 stokes revival hopes,2023-05-23,0,divi's
"  Nifty earnings to be driven by multiple sectors in FY24, not skewed by financials",2023-05-23,1,
  Finolex Industries declines 6% after net profit slumps 66%,2023-05-23,2,finolex
  Garware Technical Fibres gains 4% on wider profits in Q4,2023-05-23,1,garware
  Big investors rush into bonds after ‘cataclysmic’ year,2023-05-23,0,
  Fusion Micro Finance rallies 3% on robust Q4 results,2023-05-23,1,fusion
"  Analysts see up to 20% upside in BPCL shares post Q4 show, stock among top Nifty gainers",2023-05-23,1,
  Gland Pharma shares rebound with 10% rally after 5-day losing streak,2023-05-23,2,gland
  Dhanlaxmi Bank jumps 3% on wider profits in Q4,2023-05-23,1,dhanlaxmi
  NACL Industries shares surge 18% after net profit doubles,2023-05-23,1,nacl
  Why Rainbow’s investors are not worried about its big capex plans,2023-05-23,0,
  Borosil shares show 5% crack on weak profit growth in March quarter,2023-05-23,1,borosil
  Gujarat Alkalies and Chemicals slumps 5% on disappointing quarterly results,2023-05-23,2,gujarat
"  ITI stock zooms 5% on bagging Rs 4,000-crore order from BSNL for 4G infra",2023-05-23,1,iti
  Macquarie downgrades Zomato to 'underperform'; Delhivery gets 'outperform' tag,2023-05-23,1,delhivery
  Chart of the Day | India’s airlines are gasping for fresh capacities,2023-05-23,1,
"  GuruSpeak| Vibhore Gupta - With over 500 strategies under his belt, this trader has done it all in algo trading",2023-05-23,0,
  Asian stocks notch two-week peak as focus turns to PMIs,2023-05-23,1,
"  Market Live: PB Fintech narrows Q4 loss | BPCL, Ashok Leyland, Divi’s Lab & Glenmark Life in focus",2023-05-23,1,pb
  China’s dominance in rare earths and magnets is alarming,2023-05-23,1,
  Shree Cements Q4 profit tanks 15.3%; check out what brokerages say,2023-05-23,1,shree
"  Metals are flashing red signals, investors and commodity traders beware",2023-05-23,2,
"  Oil prices rise on outlook for higher gasoline demand, tighter supply",2023-05-23,1,
"  Closing Bell: Sensex, Nifty end flat amid volatility; metal, power outshine",2023-05-23,1,
"  Balkrishna Industries on a breakout, stock shows fresh bullish overtone",2023-05-23,1,balkrishna
"  Buzzing Stocks: Shree Cement, JSW Steel, Torrent Power, EIH and others in focus today",2023-05-23,1,jsw
"  Trade Spotlight | How to trade in Elgi Equipments, Muthoot Finance, Mastek today",2023-05-23,1,mastek
"  Hot Stocks | Bet on Godrej Industries, IDBI Bank, MSTC for at least 11% return in short term",2023-05-23,0,godrej
"  Daily Voice | LIC Mutual Fund bullish on these 4 sectors for FY24, says this fund manager",2023-05-23,0,lic
  Cash Market | Multi-month trendline breakout in Poonawalla Fincorp,2023-05-23,1,poonawalla
"  Cash Market | TVS Srichakra breaks out of a bullish ""Flag"" trend continuation pattern",2023-05-23,1,tvs
  Options Trade | An earning-based wide-range non-directional options strategy in Ashok Leyland,2023-05-23,1,ashok
  Commodity Futures | A breakout failure to trigger downside in the short term in Lead,2023-05-23,1,
"These 9 consumer discretionary stocks hit a new 52-week high, gain up to 40% in a month​",2023-05-23,1,
"Stock Radar: Buy United Spirits for a target of Rs 1015 in next 2-4 months, says Ajit Mishra, Religare Broking Ltd",2023-05-23,1,united
Adani Green board meet on Wednesday to mull fundraising cancelled,2023-05-23,1,adani
CreditAccess Grameen gains 25% in 3 months backed by stellar quarterly performance,2023-05-23,1,creditaccess
Market Trading Guide:  HAL among 3 stock recommendations for Wednesday,2023-05-23,1,hal
Wall St subdued as deadlocked debt ceiling talks stoke default concerns,2023-05-23,0,
Gold down Rs 350; silver tumbles Rs 660,2023-05-23,2,silver
Nikhil Kamath believes Indian consumption story could soon be on a sunny side,2023-05-23,1,
"Sensex snaps 2-day rally, ends flat; Nifty holds above 18,300",2023-05-23,2,
Sensex ends flat after 2-day rally; Adani stocks rally up to 14%,2023-05-23,1,adani
Top 5 liquid funds for investors in frequent need for cash,2023-05-23,0,
"Prashant Jain on equity returns, opportunities in market: 5 key takeaways",2023-05-23,0,jain
Momentum Pick: Triangular pattern on weekly charts hints at 45% upside in Zomato,2023-05-23,0,zomato
A day to forget! SpiceJet stock falls over 20% intraday as co marks 18th anniversary,2023-05-23,2,
GQG partners raises Adani stake to over $2 bn,2023-05-23,1,adani
Vedanta Dividend History: How this mining major has rewarded investors over last 6 financial years,2023-05-23,0,vedanta
Money Spinners! These 5 stocks multiply investor wealth by 5-20x in just 4 years,2023-05-23,0,just
Sectoral Spotlight: LIC runs down insurance stocks in April. Here’s what lies ahead,2023-05-23,2,lic
GQG’s Rajiv Jain raises Adani stake by about 10% for $3.5 billion bet,2023-05-23,1,adani
From nightmare to paradise! 2 Adani Group stocks turn multibaggers from January lows,2023-05-23,2,adani
Adani stock investors richer by Rs 1.8 lakh crore in 3 days. Check top gainers,2023-05-23,2,adani
Chart Check: Descending triangle breakout makes Finolex Industries an attractive buy; target seen at Rs 230,2023-05-23,1,finolex
These largecaps have ‘Strong Buy’ & ‘Buy’ recos and upside potential of more than 25%,2023-05-23,1,
5 midcap stocks that have beaten volatile markets can rise up to 56%,2023-05-23,1,
Hindenburg shadow gone! Adani Ports shares erase all losses led by short-sellers,2023-05-23,2,adani
"Vivriti Asset Management raises securitisation fund with investment from IFC, M&G Catalyst for AIF",2023-05-23,0,
"Rs 43,000 crore-reshuffle! Mutual funds sell 3 bank stocks to pick 5 largecaps",2023-05-23,2,
"Hot Stocks: Brokerage view on BPCL, Sun Pharma, Thermax, Shree Cement and Power Grid",2023-05-23,1,sun
Long-term bets! Why these 2 stocks are top dogs from Adani stable,2023-05-23,1,adani
"Adani stocks continue their dream run; Adani Enterprises, Adani Wilmar up 10%",2023-05-23,1,adani
"Fundamental Radar: Bank of Baroda a long-term top pick in banking space, says Sneha Poddar, Motilal Oswal",2023-05-23,1,motilal
Dalal Street Ninjas! 6 multibagger smallcaps see consistent earnings growth in FY23,2023-05-23,1,
"Sensex rises 150 points, Nifty above 18,350; Adani Enterprises surges 10%",2023-05-23,1,adani
"Sensex reclaims 62,000 tracking positive global cues; Nifty nears 18,400",2023-05-23,1,
"F&O Ban: Indiabulls Housing, L&TFH, Manappuram under trade ban on Tuesday",2023-05-23,0,manappuram
IT giant on revival path as iron ore major goes bearish to sideways,2023-05-23,0,
"Buy or Sell: Stock ideas by experts for May 23, 2023",2023-05-23,2,
"Stocks in focus: Shree Cement, BPCL and more",2023-05-23,1,shree
Judge throws out shareholder lawsuit against Elon Musk over Twitter buyout,2023-05-23,0,
"Strong Q4 performance, robust cash flows and outlook to support BPCL stock",2023-05-23,1,
Sebi slaps Rs 41 lakh fine on 3 entities for violating market norms,2023-05-23,2,
India's running offices present a $61 bn listing opportunity via REITs: JLL,2023-05-23,1,
Spicejet shares tumble nearly 14%; hit 52-week low during intra-day trade,2023-05-23,2,
Sebi tweaks method for calculating Settlement Guarantee Fund in commodity,2023-05-23,0,
"Recovery in rural demand, festival season may ramp it up: Mrinal Singh",2023-05-23,1,
"Sensex, Nifty end flat; Adani shares rally for 3rd day, SpiceJet sinks 14%",2023-05-23,2,adani
"India, Mexico 'Best Structural Stories' in emerging markets: Global X",2023-05-23,1,
"SpiceJet tanks 19%, crashes to near 8-year low on heavy volumes",2023-05-23,2,
OMCs extend gains on improved operational performance; IOC hits 52-wk high,2023-05-23,1,ioc
Divi's Lab surges 10% in two days on strong revenue growth guidance,2023-05-23,1,divi's
"Analysts see upto 38% upside in IndiGo; suggest tracking costs, airfare cap",2023-05-23,1,
IndusInd Bank gains 15% in one month; nears 52-week high on healthy outlook,2023-05-23,1,indusind
"eMudhra hits new high, zooms 57% in one month post Q4 results",2023-05-23,1,emudhra
Adani Group shares extend rally; Adani Enterprises zooms 42% in 3 days,2023-05-23,1,adani
"Stocks to Watch today, May 23: PolicyBazaar, BPCL, Vedanta, NMDC, JSW Steel",2023-05-23,1,jsw
Nifty Pvt bank index is consolidating; track these levels for next big move,2023-05-23,0,
Hackers stole about $400 mn from crypto projects in Q1 2023: Report,2023-05-23,2,
"  LIC Q4 profit surges nearly 6-fold to Rs 13,428 crore; dividend declared",2023-05-24,0,lic
"  Siemens' motors biz divestment upsets street, management says it is ‘fair deal’",2023-05-24,1,
  Greenspan’s success shows Jerome Powell how to skip,2023-05-24,1,
  Gland Pharma’s prospects after dismal earnings fail to impress investors,2023-05-24,2,gland
"  India's services sector exports defy global slowdown, grab higher global market share: Morgan Stanley",2023-05-24,1,
"  Technical View | Further upward journey in Nifty requires decisive close above 18,400",2023-05-24,1,
  Gainers & Losers: 10 Stocks that moved the most on May 24,2023-05-24,2,
  The Kremlin offers a Trump-Putin ticket for 2024,2023-05-24,1,
  Cummins India Q4 results: Net profit jumps 61% on robust demand; firm did not issue FY24 guidance,2023-05-24,1,cummins
"  Taking Stock: Market snaps 3-day gains; Nifty below 18,300, Sensex falls 208 pts",2023-05-24,2,
"  Live: Sensex, Nifty Off Day's High; Sun Pharma, Biocon & Amara Raja in focus | Closing Bell",2023-05-24,1,biocon
"  KPIT Technologies hits record high, sees Triangle breakout. Experts see possible upmove towards Rs 1,150",2023-05-24,1,kpit
"  How a company’s ‘lackadaisical’, ‘illegal’ manner lost 80 percent of funds raised through preferential issue",2023-05-24,2,
  Commodities Live: Copper prices at a six-month low | Silver prices declined by 8% in May,2023-05-24,2,silver
"  Engineers India gives Flag pattern breakout, can rally up to Rs 135",2023-05-24,1,engineers
  Galaxy Surfactants slips 3% after Q4 PAT declines,2023-05-24,2,galaxy
  Moneycontrol Pro Panorama | Japan's day in the sun,2023-05-24,0,sun
  Sudarshan Chemical soars 14% on strong sequential growth in Q4,2023-05-24,1,sudarshan
  Dixon Technologies gains 9% after strong Q4 performance,2023-05-24,1,dixon
  F&O Manual: Traders betting on Nifty moving higher even as index moves sideways,2023-05-24,1,
  Orient Bell slumps 7% after net profit declines nearly 62% in Q4,2023-05-24,2,orient
"  Deepak Nitrite rises 10% on Rs 5,000-crore investment plan for Gujarat",2023-05-24,1,deepak
  Metro Brands rallies 4% riding on nearly 30% surge in Q4 sales,2023-05-24,1,metro
  Sebi’s proposal allowing smaller REITs opens one door but shuts another,2023-05-24,0,
  Biocon shares surge 8% on 31% growth in Q4 net profit,2023-05-24,1,biocon
  Viral fake Pentagon explosion photo on Twitter is an AI wakeup call,2023-05-24,0,
  Bikaji Foods jumps 2% on the back of 57% growth in Q4 net profit,2023-05-24,1,bikaji
"  MF romance with logistics deepens with Delhivery, but fizzles out for Gati",2023-05-24,2,gati
  Mahindra CIE gains 8% after huge block deal,2023-05-24,1,mahindra
  A Tale of two fintech companies,2023-05-24,2,
  CoD: Why the auto sector is attracting FPIs,2023-05-24,1,
  Indian stocks to gain only modestly in 2023 despite RBI rate hike pause: Poll,2023-05-24,0,
"  Asia stocks falter, NZ $ stumbles as RBNZ signals hikes over",2023-05-24,0,
  Flash PMIs show two-speed global economy -- and a dilemma for central banks,2023-05-24,1,central
"  Market Live: Hindalco, Ashok Leyland, Nykaa in focus; Best stock picking strategy at current levels",2023-05-24,1,ashok
  Long legal battle ahead for Go First's aircraft lessors to reclaim their planes,2023-05-24,1,
"  Ashok Leyland net profit skids 17% in Q4, but brokerages retain the 'buy' tag",2023-05-24,1,ashok
"  Closing Bell: Nifty below 18,300, Sensex falls 208 pts; metals drag, pharma gains",2023-05-24,2,
  Oil prices rise on concerns over tightening supply,2023-05-24,0,
