,Text,Date,Sentiment,Tok_text
1209,HEG incorporates new arm for manufacturing graphite node; stock soars 9%,2022-12-27 00:00:00,1,heg incorporates new arm manufacturing graphite node stock soars 
1210,Midhani gains 4%; Firm to inaugurate wide plate mill facility today,2022-12-27 00:00:00,1,midhani gains firm inaugurate wide plate mill facility today
1211,"Nifty, Bank Nifty see higher rollover; Hero MotoCorp, HDFC Life find favour",2022-12-27 00:00:00,1,nifty bank nifty higher rollover hero motocorp hdfc life find favour
1212,"Global markets, metals lift Sensex 361 pts higher; Nifty ends atop 18,100",2022-12-27 00:00:00,1,global markets metals lift sensex pts higher nifty ends atop 
1213,"Stocks to Watch: NTPC, LIC Housing, Alembic Pharma, SIS, Gail, Puravankara",2022-12-27 00:00:00,1,stocks watch ntpc lic housing alembic pharma sis gail puravankara
1214,SAT sets aside Sebi's order to impose penalty on Bhushan Steel for lapses,2022-12-26 00:00:00,0,sat sets aside sebi order impose penalty bhushan steel lapses
1215,"Sebi bans CFAS, its partners from mkts for 3 yrs for unauthorised services",2022-12-26 00:00:00,-1,sebi bans cfas partners mkts yrs unauthorised services
1216,NSE cautions investors against unauthorised people offering assured returns,2022-12-26 00:00:00,0,nse cautions investors unauthorised people offering assured returns
1217,NMDC: A long-term play on steel cycle; may see decline in FY23 revenues,2022-12-26 00:00:00,0,nmdc long term play steel cycle decline fy revenues
1218,Sebi expands committees on cyber security and information systems,2022-12-26 00:00:00,0,sebi expands committees cyber security information systems
1219,"Santa rally on D-Street; Nifty tops 18K, Sensex gains 721 points",2022-12-26 00:00:00,1,santa rally street nifty tops sensex gains points
1220,Sebi issues notice to attach bank accounts of Sahara group's Subrata Roy,2022-12-26 00:00:00,0,sebi issues notice attach bank accounts sahara group subrata roy
1221,"Shares snap four-day losing streak; Sensex gains 1.2%, Nifty 50 up 1.17%",2022-12-26 00:00:00,-1,shares snap day losing streak sensex gains nifty 
1222,"Key reasons why Sensex bounced back on Monday to rally 1,000 pts intra-day",2022-12-26 00:00:00,1,key reasons sensex bounced monday rally pts intra day
1223,eClerx Services slips 7% on turning ex-date for buyback via tender offer,2022-12-26 00:00:00,-1,eclerx services slips turning ex date buyback tender offer
1224,Poonawala Fincorp surges 13% after a 15% decline in past four trading days,2022-12-26 00:00:00,1,poonawala fincorp surges decline past trading days
1225,L&T gains 2% on 'significant' order wins for its water treatment business,2022-12-26 00:00:00,1,l gains significant order wins water treatment business
1226,"Dreamfolks hits new low, falls 35% from listing price on Covid-19 fears",2022-12-26 00:00:00,-1,dreamfolks hits new low falls listing price covid fears
1227,Usha Martin surges 13% on heavy volumes; stock nears record high,2022-12-26 00:00:00,1,usha martin surges heavy volumes stock nears record high
1228,NDTV gains 5% as founders plan to sell 27.26% stake to Adani group,2022-12-26 00:00:00,-1,ndtv gains founders plan sell stake adani group
1229,"Thanks to Adani, India to rank among 2022's best-performing stock markets",2022-12-26 00:00:00,1,thanks adani india rank best performing stock markets
1230,"Sensex snaps 4-day losing streak, ends 721 pts up; Nifty reclaims 18,000",2022-12-26 00:00:00,1,sensex snaps day losing streak ends pts nifty reclaims 
1231,"Stocks to Watch: Suven Pharma, Telecom, Restaurant, Travel, DLF, Tata Power",2022-12-26 00:00:00,1,stocks watch suven pharma telecom restaurant travel dlf tata power
1232,"Street signs: Trading hour extension, markets down the chimney, and more",2022-12-26 00:00:00,0,street signs trading hour extension markets chimney 
1233,"Stocks of realty, consumer services firms are FPIs' stocking stuffers",2022-12-26 00:00:00,1,stocks realty consumer services firms fpis stocking stuffers
1234,Adani Wilmar emerges as best performing IPO of year 2022 post listing,2022-12-25 00:00:00,1,adani wilmar emerges best performing ipo year post listing
1235,Sensex navigates geopolitical gyrations to outshine global peers,2022-12-25 00:00:00,-1,sensex navigates geopolitical gyrations outshine global peers
1236,India-focused funds sitting on highest-ever unallocated corpus of $12.9 bn,2022-12-25 00:00:00,1,india focused funds sitting highest unallocated corpus bn
1237,Sebi may prescribe higher net-worth needs for qualified stockbrokers,2022-12-25 00:00:00,0,sebi prescribe higher net worth needs qualified stockbrokers
1238,"After a year of outperformance, Indian equity markets to see turbulence",2022-12-25 00:00:00,-1,year outperformance indian equity markets turbulence
1239,"Mutual funds see muted growth in 2022, expect better days in new year",2022-12-25 00:00:00,0,mutual funds muted growth expect better days new year
1240,"FPIs invest Rs 11,557 crore in equities during Dec; Covid to drive flows",2022-12-25 00:00:00,1,fpis invest rs crore equities dec covid drive flows
1241,Mcap of 10 most valued firms erodes by Rs 1.68 trn; Reliance biggest drag,2022-12-25 00:00:00,1,mcap valued firms erodes rs trn reliance biggest drag
1242,"Sebi initiates detailed study of fees, expenses charged by mutual funds",2022-12-23 00:00:00,0,sebi initiates detailed study fees expenses charged mutual funds
1243,IFFCO to soon launch nano DAP at Rs 600/bottle of 500 ml; sees huge savings,2022-12-23 00:00:00,1,iffco soon launch nano dap rs bottle ml sees huge savings
1244,"Bharat Highways InvIT files draft papers with Sebi to raise Rs 2,000 cr",2022-12-23 00:00:00,0,bharat highways invit files draft papers sebi raise rs cr
1245,"Markets post biggest 1-day loss in nearly 3 months, Sensex ends below 60K",2022-12-23 00:00:00,-1,markets post biggest day loss nearly months sensex ends k
1246,Sebi to review fees and expenses charged by mutual fund companies,2022-12-23 00:00:00,0,sebi review fees expenses charged mutual fund companies
1247,Fear of sustained aggressive monetary policy by US Fed rattles investors,2022-12-23 00:00:00,-1,fear sustained aggressive monetary policy fed rattles investors
1248,Sensex tumbles over 950 points: Top 5 factors behind Friday's market crash,2022-12-23 00:00:00,-1,sensex tumbles points factors friday market crash
1249,"Nifty PSU Bank index tumbles over 5%; IOB, UCO, Central Bank tank 10%",2022-12-23 00:00:00,1,nifty psu bank index tumbles iob uco central bank tank 
1250,Ingersoll-Rand surges 5% in weak market on Rs 170-crore capex plan,2022-12-23 00:00:00,1,ingersoll rand surges weak market rs crore capex plan
1251,"Pharma stocks upbeat amid Covid-19 scare; Divi's, Lupin can gain up to 10%",2022-12-23 00:00:00,1,pharma stocks upbeat amid covid scare divi lupin gain 
1252,Stock of this PSU pharma company has zoomed 61% in 3 days on heavy volumes,2022-12-23 00:00:00,1,stock psu pharma company zoomed days heavy volumes
1253,Abans Holdings makes disappointing debut; tanks 19% below its issue price,2022-12-23 00:00:00,-1,abans holdings makes disappointing debut tanks issue price
1254,"Droneacharya Aerial sees stellar debut, lists at 89% premium to issue price",2022-12-23 00:00:00,1,droneacharya aerial sees stellar debut lists premium issue price
1255,Landmarks Cars makes weak debut; stock lists 7% below issue price,2022-12-23 00:00:00,1,landmarks cars makes weak debut stock lists issue price
1256,"Sensex slumps 981 pts, Nifty ends near 17,800; PSU index crashes 6%",2022-12-23 00:00:00,-1,sensex slumps pts nifty ends near psu index crashes 
1257,"Stocks to Watch: Aban Holdings, Landmark Cars, RIL, Lupin, Gail, JK Cement",2022-12-23 00:00:00,1,stocks watch aban holdings landmark cars ril lupin gail jk cement
1258,"Equity benchmarks slip for third day, Sensex finishes below 61,000 mark",2022-12-22 00:00:00,-1,equity benchmarks slip day sensex finishes mark
1259,Elin Electronics IPO subscribed by 3.09 times on last day of offer,2022-12-22 00:00:00,1,elin electronics ipo subscribed times day offer
1260,Sovereign Gold Bond 2022-23: Series III subscription to open on Dec 19,2022-12-16 00:00:00,0,sovereign gold bond series iii subscription open dec 
1261,Surprise corporate actions by Indian tech darlings spur investor scrutiny,2022-12-16 00:00:00,-1,surprise corporate actions indian tech darlings spur investor scrutiny
1262,"Stocks to watch: Wipro, Vedanta, HPCL, RIL, Kalpataru Power, Biocon",2022-12-16 00:00:00,1,stocks watch wipro vedanta hpcl ril kalpataru power biocon
1263,Falling P/E may cap returns in 2023: Credit Suisse's Neelkanth Mishra,2022-12-15 00:00:00,0,falling e cap returns credit suisse neelkanth mishra
1264,"Brokerages positive on Godrej Consumer on growth recovery, lower costs",2022-12-15 00:00:00,1,brokerages positive godrej consumer growth recovery lower costs
1265,"Fertiliser shares rally in weak market; MFL, NFL, RCF surge up to 18%",2022-12-15 00:00:00,1,fertiliser shares rally weak market mfl nfl rcf surge 
1266,Stock price of these two PSU banks have zoomed around 150% in last 22 days,2022-12-15 00:00:00,1,stock price psu banks zoomed days
1267,"Sapphire Foods up 3% on heavy volumes, almost 11% equity changes hands",2022-12-15 00:00:00,-1,sapphire foods heavy volumes equity changes hands
1268,"IDBI Bank rallies 6%, hits 52-week high as DIPAM extends bid submission",2022-12-15 00:00:00,1,idbi bank rallies hits week high dipam extends bid submission
1269,"Stocks to watch: Bharti Airtel, Poonawalla Fincorp, M&M, SBI, Wipro, NTPC",2022-12-15 00:00:00,1,stocks watch bharti airtel poonawalla fincorp m sbi wipro ntpc
1270,Sebi planning 'micro' REITs to bring property companies to nascent market,2022-12-15 00:00:00,0,sebi planning micro reits bring property companies nascent market
1271,"Indices settle higher on positive US inflation data, Sensex gains 145 pts",2022-12-14 00:00:00,1,indices settle higher positive inflation data sensex gains pts
1272,Investors disappointed as 'open market' share buybacks lack punch,2022-12-14 00:00:00,1,investors disappointed open market share buybacks lack punch
1273,"Sebi penalises Crude Oil Tipswala, 3 individuals for unregistered services",2022-12-14 00:00:00,0,sebi penalises crude oil tipswala individuals unregistered services
1274,Profit-led rally in GIC may fizzle out sans turnaround in underwriting biz,2022-12-14 00:00:00,1,profit led rally gic fizzle sans turnaround underwriting biz
1275,NSE cautions against assured return scheme offered by an individual,2022-12-14 00:00:00,0,nse cautions assured return scheme offered individual
1276,Brokers fret as secondary market ASBA gains motion with new UPI feature,2022-12-14 00:00:00,0,brokers fret secondary market asba gains motion new upi feature
1277,Bonds and rupee gain; US inflation spurs hopes of dovish Fed move,2022-12-14 00:00:00,1,bonds rupee gain inflation spurs hopes dovish fed 
1278,Stock of this specialty chemicals company has zoomed over 100% in 10 days,2022-12-14 00:00:00,1,stock specialty chemicals company zoomed days
1279,CPAI asks Sebi to provide uninterrupted trading in cotton futures contracts,2022-12-14 00:00:00,0,cpai asks sebi provide uninterrupted trading cotton futures contracts
1280,Fusion hits highest level since debut; soars 29% from listing day low,2022-12-14 00:00:00,1,fusion hits highest level debut soars listing day low
1281,"Overseas investors oppose Sebi's data localisation norms, cite cyber risk",2022-12-14 00:00:00,0,overseas investors oppose sebi data localisation norms cite cyber risk
1282,Bludgeoned bond markets hope peak inflation to bring revival: Analysis,2022-12-14 00:00:00,0,bludgeoned bond markets hope peak inflation bring revival analysis
1283,"New India Assurance, GIC Re rally up to 12% on heavy volumes",2022-12-14 00:00:00,1,new india assurance gic rally heavy volumes
1284,"Nifty Bank index eyes 45,000-mark; BoB, Axis, YES Bank can rally up to 33%",2022-12-14 00:00:00,1,nifty bank index eyes mark bob axis yes bank rally 
1285,"YES Bank makes preferential allotment to Carlyle, Advent; stock dips 8%",2022-12-14 00:00:00,-1,yes bank makes preferential allotment carlyle advent stock dips 
1286,"SBI, Axis Bank, Larsen & Toubro among Sensex 30 hit fresh all-time highs",2022-12-14 00:00:00,1,sbi axis bank larsen toubro sensex hit fresh time highs
1287,"Triveni Turbine surges 5%, hits new high on fixing record date for buyback",2022-12-14 00:00:00,1,triveni turbine surges hits new high fixing record date buyback
1288,Rs 850-crore buyback at premium to support Paytm stk in near-term: JPMorgan,2022-12-14 00:00:00,1,rs crore buyback premium support paytm stk near term jpmorgan
1289,"Sensex gains 145 pts ahead of US Fed outcome; YES Bank slumps 8%, Paytm 2%",2022-12-14 00:00:00,1,sensex gains pts ahead fed outcome yes bank slumps paytm 
1290,"Stocks to watch: YES Bank, Paytm, Vedanta, SBI, Axis Bank, Tata Motors",2022-12-14 00:00:00,1,stocks watch yes bank paytm vedanta sbi axis bank tata motors
1291,"Investors see growth in Asian equities, currencies as US CPI eases",2022-12-14 00:00:00,1,investors growth asian equities currencies cpi eases
1292,Inflation data pushes indices up after 2 days; Sensex up 403 points,2022-12-13 00:00:00,0,inflation data pushes indices days sensex points
1293,Paytm board approves Rs 850-crore share buyback via open market,2022-12-13 00:00:00,1,paytm board approves rs crore share buyback open market
1294,UAE deal poses a survival challenge for Indian bullion refineries,2022-12-13 00:00:00,-1,uae deal poses survival challenge indian bullion refineries
1295,"Over a billion unclaimed shares in IEPF, shows Lok Sabha data",2022-12-13 00:00:00,-1,billion unclaimed shares iepf shows lok sabha data
1296,"Volatile Indian equity markets, flows capping downside: BofA on 2023",2022-12-13 00:00:00,-1,volatile indian equity markets flows capping downside bofa 
1297,Gold ETFs log Rs 195 crore outflow in November on profit booking,2022-12-13 00:00:00,-1,gold etfs log rs crore outflow november profit booking
1298,With over 100 profitable startups India poised to see IPOs in next 5 yrs,2022-12-13 00:00:00,1,profitable startups india poised ipos yrs
1299,Macrotech Developers below QIP price after 7% fall today; down 25% in 1 yr,2022-12-13 00:00:00,-1,macrotech developers qip price fall today yr
1300,BSE adds 10 million investors in 148 days to reach 120 million-mark,2022-12-13 00:00:00,0,bse adds million investors days reach million mark
1301,Kalyan Jewellers hits new high on expansion plans; stock up 14% in 3 days,2022-12-13 00:00:00,1,kalyan jewellers hits new high expansion plans stock days
1302,YES Bank re-enters top-100 most valued firms list; stock up 30% in 3 days,2022-12-13 00:00:00,1,yes bank enters valued firms list stock days
1303,Dharmaj Crop slips 11% in three days; falls below issue price of Rs 237,2022-12-13 00:00:00,-1,dharmaj crop slips days falls issue price rs 
1304,Soaring prices could trigger up to 17% upside in these 5 fertiliser stocks,2022-12-13 00:00:00,1,soaring prices trigger upside fertiliser stocks
1305,Paytm board to consider share buyback today; check all details here,2022-12-13 00:00:00,0,paytm board consider share buyback today check details 
1306,Dalmia Bharat dips 5% a day after inking deal to buy Jaiprakash's biz units,2022-12-13 00:00:00,-1,dalmia bharat dips day inking deal buy jaiprakash biz units
1307,Stock of this PSU bank has nearly doubled in just nine trading sessions,2022-12-13 00:00:00,1,stock psu bank nearly doubled trading sessions
1308,"KEC International soars 7% on securing new orders worth of Rs 1,349 crore",2022-12-13 00:00:00,1,kec international soars securing new orders worth rs crore
1309,India to attract $10 bn in green energy investment in 2023: Bank of America,2022-12-13 00:00:00,1,india attract bn green energy investment bank america
1310,"Sensex surges 403 pts; Nifty tops 18,600; PSU Bank index leaps 4%, IT 1%",2022-12-13 00:00:00,1,sensex surges pts nifty tops psu bank index leaps 
1311,"Stocks to watch: Dalmia Bharat, ICICI Bank, Paytm, ONGC, KEC International",2022-12-13 00:00:00,1,stocks watch dalmia bharat icici bank paytm ongc kec international
1312,"Sensex, Nifty end marginally lower ahead of US Fed's policy meet",2022-12-12 00:00:00,-1,sensex nifty end marginally lower ahead fed policy meet
1313,"After market shivers, volatility thaws out in second half of 2022",2022-12-12 00:00:00,0,market shivers volatility thaws second half 
1314,"LIC gains 4%, hits over 3-month high in subdued market",2022-12-12 00:00:00,1,lic gains hits month high subdued market
1315,Gravita surges 36% in 6 days as arm starts aluminium recycling unit in Togo,2022-12-12 00:00:00,1,gravita surges days arm starts aluminium recycling unit togo
1316,Bharat Forge gains 2% on healthy medium term growth prospects,2022-12-12 00:00:00,1,bharat forge gains healthy medium term growth prospects
1317,"YES Bank up 19% in 2 days on RBI nod to proceed with Carlyle, Verventa deal",2022-12-12 00:00:00,1,yes bank days rbi nod proceed carlyle verventa deal
1318,Uniparts India makes weak debut; sheds 7% against issue price post listing,2022-12-12 00:00:00,-1,uniparts india makes weak debut sheds issue price post listing
1319,"VA Tech Wabag surges 12%, hits 52-week high on order win worth Rs 260 crore",2022-12-12 00:00:00,1,va tech wabag surges hits week high order win worth rs crore
1320,"Nifty IT index slips 5% in two days on earnings, valuation worries",2022-12-12 00:00:00,-1,nifty index slips days earnings valuation worries
1321,"Sensex, Nifty end flat ahead of inflation data; HDFC duo, RIL lend support",2022-12-12 00:00:00,1,sensex nifty end flat ahead inflation data hdfc duo ril lend support
1322,"Stocks to watch: Glenmark Pharma, NTPC, V-Guard Inds, Lupin, YES Bank, NDTV",2022-12-12 00:00:00,1,stocks watch glenmark pharma ntpc guard inds lupin yes bank ndtv
1323,Recovery in pipeline for pipe makers with price correction down the tubes,2022-12-12 00:00:00,0,recovery pipeline pipe makers price correction tubes
1324,"Street Signs: FPIs dial back wagers, grey mkt premiums for IPOs, and more",2022-12-12 00:00:00,1,street signs fpis dial wagers grey mkt premiums ipos 
1325,SIP closure ratio surges to 51% in 2022 from 41% in 2021: Amfi data,2022-12-12 00:00:00,1,sip closure ratio surges amfi data
1326,"Buybacks jump 2.6 times this year as stocks take a tumble, shows data",2022-12-12 00:00:00,1,buybacks jump times year stocks tumble shows data
1327,"Markets to track inflation data, US Fed rate decision this week: Analysts",2022-12-11 00:00:00,0,markets track inflation data fed rate decision week analysts
1328,Five of top-10 firms lose Rs 1.67 trn in m-cap; RIL biggest drag,2022-12-11 00:00:00,-1,firms lose rs trn cap ril biggest drag
1329,"FPIs have invested Rs 4,500 cr in Indian equity markets so far in December",2022-12-11 00:00:00,1,fpis invested rs cr indian equity markets far december
1330,"Foreign outflows, weak IT sector stocks weigh on benchmark indices",2022-12-09 00:00:00,0,foreign outflows weak sector stocks weigh benchmark indices
1331,Sebi bars AIFs from raising capital from non-compliant foreign investors,2022-12-09 00:00:00,0,sebi bars aifs raising capital non compliant foreign investors
1332,Snapdeal defers $152 mn IPO indefinitely citing poor market conditions,2022-12-09 00:00:00,-1,snapdeal defers mn ipo indefinitely citing poor market conditions
1333,Firms' fundraising via pvt placement of bonds more than doubles in Nov,2022-12-09 00:00:00,1,firms fundraising pvt placement bonds doubles nov
1334,Here's why Sensex slumped nearly 700 pts in Friday's intra-day trade,2022-12-09 00:00:00,-1,sensex slumped nearly pts friday intra day trade
1335,IT stocks tumble as Credit Suisse warns of valuation-led correction,2022-12-09 00:00:00,-1,stocks tumble credit suisse warns valuation led correction
1336,OZiva buyout to improve HUL's health and wellbeing in long-run: Analysts,2022-12-09 00:00:00,0,oziva buyout improve hul health wellbeing long run analysts
1337,Vadilal Ind soars 10% on board nod to buy 'Vadilal' brand from promoter co,2022-12-09 00:00:00,1,vadilal ind soars board nod buy vadilal brand promoter co
1338,Bulls fancied these 5 auto ancillaries in 2022; charts hint 25% rally ahead,2022-12-09 00:00:00,0,bulls fancied auto ancillaries charts hint rally ahead
1339,Digispice Technologies tanks 7% as CEO Chandrachur Ghosh resigns,2022-12-09 00:00:00,-1,digispice technologies tanks ceo chandrachur ghosh resigns
1340,Kalpataru Power rallies 9% on board nod for Rs 99-crore fund raise via NCDs,2022-12-09 00:00:00,1,kalpataru power rallies board nod rs crore fund raise ncds
1341,"YES Bank zooms 15% on heavy volume, stock hits 2-year high in weak market",2022-12-09 00:00:00,1,yes bank zooms heavy volume stock hits year high weak market
1342,HUL hits 52-week high as company forays into health & wellbeing category,2022-12-09 00:00:00,1,hul hits week high company forays health wellbeing category
1343,HCL Tech management cautious on revenue growth in FY23; stock plunges 6%,2022-12-09 00:00:00,-1,hcl tech management cautious revenue growth fy stock plunges 
1344,Paytm surges 7% on share buyback plan; board to meet on Dec 13,2022-12-09 00:00:00,1,paytm surges share buyback plan board meet dec 
1345,"Sensex sinks 389 pts, Nifty below 18,500; IT, PSBs crack; HCL Tech down 7%",2022-12-09 00:00:00,-1,sensex sinks pts nifty psbs crack hcl tech 
1346,"Stocks to Watch: Paytm, HUL, ICICI Bank, HDFC Bank, Jindal Steel, Pharma",2022-12-09 00:00:00,1,stocks watch paytm hul icici bank hdfc bank jindal steel pharma
1347,What to expect from Indian equity markets in 2023 as performance cools,2022-12-09 00:00:00,-1,expect indian equity markets performance cools
1348,Auto dealership chain Landmark Cars IPO to open from December 13-15,2022-12-09 00:00:00,1,auto dealership chain landmark cars ipo open december 
1349,"Indices up, bank stocks gain most; Sensex rises 160 points in choppy trade",2022-12-08 00:00:00,1,indices bank stocks gain sensex rises points choppy trade
1350,"Sebi receives over 30,000 whistleblower complaints: Chief vigilance officer",2022-12-08 00:00:00,0,sebi receives whistleblower complaints chief vigilance officer
1351,"New norms likely to hit demand, keep CG Consumer stock under pressure",2022-12-08 00:00:00,0,new norms likely hit demand cg consumer stock pressure
1352,Subramanian Swamy alleges differential treatment by market regulator Sebi,2022-12-08 00:00:00,0,subramanian swamy alleges differential treatment market regulator sebi
1353,Demat additions lukewarm despite market's extended run in November,2022-12-08 00:00:00,0,demat additions lukewarm despite market extended run november
1354,"Adani firms, RIL share honours in Motilal Oswal wealth-creation study",2022-12-08 00:00:00,0,adani firms ril share honours motilal oswal wealth creation study
1355,PSB index soars 3%; these three constituents have zoomed over 50% in 1 mth,2022-12-08 00:00:00,1,psb index soars constituents zoomed mth
1356,LTIMindtree down 2%; sheds 9% in four days after market debut,2022-12-08 00:00:00,-1,ltimindtree sheds days market debut
1357,"Post impressive Q2 results: SBI, Coal India look set for up to 21% rally",2022-12-08 00:00:00,1,post impressive results sbi coal india look set rally
1358,Sun Pharma slips nearly 4% as USFDA issues import alert on Halol facility,2022-12-08 00:00:00,-1,sun pharma slips nearly usfda issues import alert halol facility
1359,Dharmaj Crop extends gains after listing at 12% premium over issue price,2022-12-08 00:00:00,1,dharmaj crop extends gains listing premium issue price
1360,"Axis Bank stock hits lifetime high, rises 4% in 3 days on a stable outlook",2022-12-08 00:00:00,1,axis bank stock hits lifetime high rises days stable outlook
1361,Triveni Engineering dips 5% after nearly 9% equity change hands on BSE,2022-12-08 00:00:00,-1,triveni engineering dips nearly equity change hands bse
1362,Rail stocks may chug along till budget; book profit selectively: Analysts,2022-12-08 00:00:00,0,rail stocks chug till budget book profit selectively analysts
1363,Why India's growth should stay resilient,2022-12-08 00:00:00,0,india growth stay resilient
1364,"Stocks to Watch: Auto, Voda Idea, Axis, IDBI Bank, Dabur, Spandana Sphoorty",2022-12-08 00:00:00,1,stocks watch auto voda idea axis idbi bank dabur spandana sphoorty
1365,"Sensex snaps 4-day losing run, gains 160 pts; PSU bank index leaps 4%",2022-12-08 00:00:00,-1,sensex snaps day losing run gains pts psu bank index leaps 
1366,Sebi to auction properties of 4 firms on Jan 10 to recover investors' money,2022-12-07 00:00:00,0,sebi auction properties firms jan recover investors money
1367,"Realty, auto stocks losers as indices give mixed response to rate hike",2022-12-07 00:00:00,0,realty auto stocks losers indices mixed response rate hike
1368,"Despite smaller rate hike, bond market sees no let-up in RBI tightening",2022-12-07 00:00:00,0,despite smaller rate hike bond market sees let rbi tightening
1369,Time still not ripe for investors to bet on long-duration debt funds,2022-12-07 00:00:00,0,time ripe investors bet long duration debt funds
1370,RBI restores pre-pandemic trading hours for some money market segments,2022-12-07 00:00:00,0,rbi restores pre pandemic trading hours money market segments
1371,"November report card: Banking, finance stocks dominate FPI flows",2022-12-07 00:00:00,1,november report card banking finance stocks dominate fpi flows
1372,BAF fund managers divided on equity markets over risk-reward landscape,2022-12-07 00:00:00,-1,baf fund managers divided equity markets risk reward landscape
1373,"FMCG index hits record high in range-bound market; Dabur, HUL up 2%",2022-12-07 00:00:00,1,fmcg index hits record high range bound market dabur hul 
1374,Craftsman Automation up 4% as Marina III Singapore sells entire 5.5% stake,2022-12-07 00:00:00,0,craftsman automation marina iii singapore sells entire stake
1375,"RBI Policy: Time to be selective in rate sensitives; keep DLF, SBI on radar",2022-12-07 00:00:00,0,rbi policy time selective rate sensitives dlf sbi radar
1376,Larsen & Toubro hits record high; market-cap crosses Rs 3 trn mark,2022-12-07 00:00:00,1,larsen toubro hits record high market cap crosses rs trn mark
1377,Rate sensitive shares trade mixed as RBI hikes repo rate by 35 bps to 6.25%,2022-12-07 00:00:00,0,rate sensitive shares trade mixed rbi hikes repo rate bps 
1378,Jindal Stainless surges 16% in two days after Quant MF buys 2.6 mn shares,2022-12-07 00:00:00,1,jindal stainless surges days quant mf buys mn shares
1379,HDFC AMC gains 3% as promoter abrdn plans to sell entire 10.2% stake,2022-12-07 00:00:00,1,hdfc amc gains promoter abrdn plans sell entire stake
1380,"Stocks to Watch: HDFC AMC, Voda Idea, IDBI Bank, Bikaji, Axis, ICICI Bank",2022-12-07 00:00:00,1,stocks watch hdfc amc voda idea idbi bank bikaji axis icici bank
1381,"Sensex falls 216 pts, Nifty below 18,600 on RBI's moderately hawkish policy",2022-12-07 00:00:00,-1,sensex falls pts nifty rbi moderately hawkish policy
1382,"Concord Biotech, Vaibhav Gems get Sebi's approval to float IPOs",2022-12-06 00:00:00,0,concord biotech vaibhav gems sebi approval float ipos
1383,Valuations in 'high optimism zone' as Nifty forward P/E tops 20x: ICICI Sec,2022-12-06 00:00:00,1,valuations high optimism zone nifty forward e tops icici sec
1384,"Sebi may soon introduce framework on ESG rating providers, say sources",2022-12-06 00:00:00,0,sebi soon introduce framework esg rating providers sources
1385,"Adani Power, Varun Beverages, ABB ripe for Nifty Next50 inclusion",2022-12-06 00:00:00,1,adani power varun beverages abb ripe nifty inclusion
1386,Sebi likely to relax regulatory norms for Centre for PSU disinvestment,2022-12-06 00:00:00,0,sebi likely relax regulatory norms centre psu disinvestment
1387,"Adani Group shares trade firm in weak market; Adani Enterprises, AWL up 3%",2022-12-06 00:00:00,1,adani group shares trade firm weak market adani enterprises awl 
1388,Foreign equity funds pile into Indian financials as credit cycle picks up,2022-12-06 00:00:00,0,foreign equity funds pile indian financials credit cycle picks 
1389,Asian equities witness highest monthly foreign inflows in two years,2022-12-06 00:00:00,1,asian equities witness highest monthly foreign inflows years
1390,"Five-Star Business Finance zooms 19%, hits highest level since listing",2022-12-06 00:00:00,1,star business finance zooms hits highest level listing
1391,"Tata Coffee, CCL Products: Tea, Coffee stocks to brew more gains in 2023",2022-12-06 00:00:00,1,tata coffee ccl products tea coffee stocks brew gains 
1392,Bajaj Consumer up 5% as board to consider share buyback proposal on Friday,2022-12-06 00:00:00,1,bajaj consumer board consider share buyback proposal friday
1393,Investors look to emerging markets as US dollar tumbles: Analysis,2022-12-06 00:00:00,-1,investors look emerging markets dollar tumbles analysis
1394,Astra Microwave jumps 7%; board to consider Rs 400-cr fund-raise on Friday,2022-12-06 00:00:00,1,astra microwave jumps board consider rs cr fund raise friday
1395,"TaMo, M&M: Price rise unlikely to put auto stocks in top gear, charts show",2022-12-06 00:00:00,1,tamo m price rise unlikely auto stocks gear charts 
1396,"Westlife Foodworld soars 10%, hits new high on 'Vision 2027' growth plan",2022-12-06 00:00:00,1,westlife foodworld soars hits new high vision growth plan
1397,Ion Exchange hits new high; gains 6% in two days on securing IOCL order,2022-12-06 00:00:00,1,ion exchange hits new high gains days securing iocl order
1398,PSU banks trade firm in a weak market; SBI nears record high,2022-12-06 00:00:00,1,psu banks trade firm weak market sbi nears record high
1399,"Stocks to Watch: Adani Green, Tata Motors, Kirloskar Bros, Dhunseri Tea",2022-12-06 00:00:00,1,stocks watch adani green tata motors kirloskar bros dhunseri tea
1400,"Sensex down 208 pts, Nifty below 18,650 day head of RBI decision; PSBs gain",2022-12-06 00:00:00,-1,sensex pts nifty day head rbi decision psbs gain
1401,"Sensex slips nearly 34 points on profit taking in oil, auto stocks",2022-12-05 00:00:00,-1,sensex slips nearly points profit taking oil auto stocks
1402,IT sector may be ripe for cherry picking; analysts more positive on Infosys,2022-12-05 00:00:00,1,sector ripe cherry picking analysts positive infosys
1403,"Cash turnover up 17% in Nov: In buoyant mkt, trading volume sees recovery",2022-12-05 00:00:00,1,cash turnover nov buoyant mkt trading volume sees recovery
1404,Mutual funds' new-age technology schemes prove to be a non-starter,2022-12-05 00:00:00,0,mutual funds new age technology schemes prove non starter
1405,Morgan Stanley upgrades Chinese equities as country eases Covid curbs,2022-12-05 00:00:00,0,morgan stanley upgrades chinese equities country eases covid curbs
1406,"Rupee skids 48 paise as corporates, oil firms rush to buy dollars",2022-12-05 00:00:00,-1,rupee skids paise corporates oil firms rush buy dollars
