Text,Date,Sentiment
No reason for any concerns at Zerodha: Nithin Kamath,2019-11-25 09:17:00,1
"Stocks to watch: Tata Motors, Yes Bank, RComm, Titan, Nestle",2019-11-25 08:16:00,1
"Indian stock markets likely to be volatile, Asian shares bounce",2019-11-25 08:11:00,1
FII equity holding in firms rises to eight-quarter high in July-September,2019-11-25 06:08:00,1
"Post Karvy, Sebi looks to impose limits on brokers",2019-11-24 22:50:00,0
"Global cues, F&O expiry to set market trend, says analysts",2019-11-24 18:19:00,1
ETFs funds account for 82% of selloff proceeds: DIPAM,2019-11-24 14:19:00,0
"FPIs pour  ₹17,722 crore into Indian markets in November so far",2019-11-24 12:33:00,1
"7 of top-10 Indian firms lose  ₹76,164 crore in market valuation, TCS worst hit",2019-11-24 10:25:00,2
"16,700% return in 50 years makes Hang Seng Index world’s best by a stretch",2019-11-23 16:09:00,1
Sebi bars Karvy for  ₹2000 crore client fraud,2019-11-23 00:39:00,0
Sebi bars Karvy Stock Broking from taking new clients,2019-11-22 23:02:00,0
"Tata Motors, Yes Bank, 2 others to move out of Sensex from 23 December",2019-11-22 18:56:00,1
IT stocks fall on H-1B visa woes,2019-11-22 16:01:00,2
Why Ridham Desai of Morgan Stanley likes banking stocks,2019-11-22 15:05:00,1
"Gold prices rise today after 3-day fall, silver rates edge higher",2019-11-22 13:59:00,1
"CSB Bank IPO: Wait for price discovery before investing, says Angel Broking",2019-11-22 12:19:00,1
"Sensex, Nifty close lower for second straight day as IT, auto stocks decline",2019-11-22 17:27:00,2
India rupee flat against greenback; markets eye US-China trade talks,2019-11-22 09:25:00,1
"Sensex falls over 200 points; TCS, Infosys lead losses",2019-11-22 15:41:00,2
Stock markets may marginally rise on gains in Asia; Zee shares in focus,2019-11-22 08:39:00,1
"Stocks to Watch: RIL, Infosys, Maruti Suzuki, Zee Entertainment, Tata Power",2019-11-22 08:22:00,1
Saudi Aramco order book reaches 73 billion riyals so far,2019-11-22 01:25:00,1
Puranik Builders re-files for  ₹900 crore IPO,2019-11-21 22:43:00,1
"Bitcoin drops below $8,000 for first time in a month",2019-11-21 16:00:00,2
Zee shares surge 10% as Subhash Chandra to sell stake to repay debt,2019-11-21 13:13:00,1
There may be a reason why stock markets are ignoring the economy,2019-11-21 12:21:00,0
NSE glitches need to be fixed: Sebi chief,2019-11-21 10:36:00,0
"Sensex, Nifty end lower on profit booking",2019-11-21 16:50:00,2
Rupee ends tad lower at 71.77 against US dollar,2019-11-21 17:35:00,2
"Stock markets likely to rise on govt's strategic share sale push, Sebi norms",2019-11-21 08:32:00,0
"Stocks to Watch: BPCL, Bharti Airtel, DHFL, Zee Entertainment, RIL, Tata Motors",2019-11-21 07:56:00,1
Sebi tightens norms on default disclosure,2019-11-21 00:35:00,0
Sensex pares gains but closes higher led by telecom stocks,2019-11-20 17:33:00,1
Sebi tightens disclosure norms for listed companies on loan defaults,2019-11-20 17:19:00,0
"Sebi tightens norms on default disclosure, rights issue, portfolio services",2019-11-20 17:46:00,0
Reliance market cap inches closer to  ₹10 lakh crore mark,2019-11-20 12:54:00,1
"MGL stock on fire since results, despite muted volume growth",2019-11-21 06:54:00,0
"Sensex hits all-time high led by Bharti Airtel, RIL",2019-11-20 10:55:00,1
"Gold prices today fall for second day, silver rates decline",2019-11-20 09:45:00,2
Rupee closes lower tracking Asian currencies,2019-11-20 17:43:00,2
"Markets may stay subdued, telecoms and Yes Bank shares in focus",2019-11-20 08:47:00,0
"Stocks to Watch: RIL, Yes Bank, Bharti Airtel, Infosys, NBFCs, Wipro",2019-11-20 08:18:00,1
Underperformance of PSU stocks may hit government’s disinvestment goal,2019-11-20 00:09:00,0
Authorized persons of brokers not exempt from Sebi RIA registration,2019-11-19 21:13:00,0
Indian stock markets set for a 'slow grind': Motilal Oswal Financial,2019-11-19 14:59:00,0
"RIL market cap hits  ₹9.5 lakh crore, a first for an Indian company",2019-11-19 15:51:00,1
"Vodafone Idea, Bharti Airtel jump as companies set to raise tariffs",2019-11-19 11:03:00,1
"Sensex, Nifty gain as RIL market cap crosses  ₹9.5 trillion",2019-11-19 17:38:00,1
"Sensex edges closer to 40,500, RIL powers gains",2019-11-19 16:04:00,1
"Stock markets may be in tight range, Vodafone Idea and Bharti shares in focus",2019-11-19 09:04:00,1
"Stocks to Watch: Bharti Airtel, Tata Steel, Yes Bank, Zee Entertainment, PNB",2019-11-19 07:54:00,1
OPEC's share of Indian oil imports in October hits lowest since 2011,2019-11-19 07:38:00,2
The bond trade that went from 0 to $88 bn in 2 years,2019-11-18 17:57:00,1
HCL Infosystems shares surge 20% on subsidiary stake sale,2019-11-18 15:02:00,1
"Sensex, Nifty end in red; Bharti Airtel, Tata Steel surge over 4%",2019-11-18 17:38:00,1
RCom shares hit 52-week low after Anil Ambani quits as chairman,2019-11-18 12:03:00,2
"Sensex, Nifty gain tracking Asian markets",2019-11-18 10:47:00,1
"Sensex edges lower, Bharti Airtel surges for second day; midcaps shine",2019-11-18 16:27:00,2
Pimco says emerging currencies are near cheapest in two decades,2019-11-18 08:28:00,1
"Stock markets likely to be tepid on global cues, RIL shares in focus",2019-11-18 08:23:00,1
"Stocks to Watch: RIL, TCS, Bharti Airtel, Tata Steel, Jewellery Firms",2019-11-18 07:50:00,1
"As markets rally amid a slowing economy, is it time to reallocate?",2019-11-18 05:20:00,0
"Markets may remain range-bound, global trends to dictate sentiments: Analysts",2019-11-17 16:24:00,1
Six of top-10 firms add  ₹2.4 lakh crore in m-cap; TCS tops the chart,2019-11-17 11:26:00,1
"FPIs infuse  ₹19,203 crore into Indian capital markets in Nov so far",2019-11-17 11:05:00,1
Telecom stocks rally on strong Q2 operational performance,2019-11-15 14:24:00,1
Steel stocks rebound from SC order in Essar Steel insolvency case,2019-11-15 12:30:00,1
Bank stocks surge after Supreme Court's order on Essar Steel insolvency,2019-11-15 11:25:00,1
"HDFC Bank tops  ₹7 trillion market capitalisation, third Indian firm to do so",2019-11-15 10:10:00,1
"Sensex, Nifty close higher led by gains in telecom stocks",2019-11-15 17:18:00,1
Rupee ends higher at 71.79 against dollar,2019-11-15 18:02:00,2
"Sensex ends higher but off day's high, Bharti Airtel, Vodafone Idea shares surge",2019-11-15 15:48:00,1
"Equities expected to be in range; Vodafone Idea, Airtel to be in focus",2019-11-15 08:30:00,1
"Stocks to Watch: Bharti Airtel, Vedanta, Vodafone Idea, IOC, RIL, Fortis",2019-11-15 08:15:00,1
"Bond yields, rupee fall as economy wobbles, retail inflation jumps",2019-11-14 17:49:00,2
"Sensex ends higher; ICICI Bank, Infosys among top gainers",2019-11-14 17:12:00,1
"Radhakishan Damani buys stake in VST Industries, shares surge to 52-week high",2019-11-14 15:22:00,1
India government bond yields fall as market exercises caution,2019-11-14 10:25:00,2
"Sensex rises 170 points amid volatile trade; ICICI Bank, Infosys lead gains",2019-11-14 15:44:00,1
"Stock markets likely to stay wobbly, Asian shares cautious",2019-11-14 08:46:00,1
"Stocks to Watch: Vedanta, Yes Bank, SpiceJet, Coffee Day Enterprises, MTNL",2019-11-14 08:11:00,1
"US markets open lower on trade worries, Hong Kong unrest",2019-11-13 20:34:00,2
Rupee today slides past 72 against US dollar after big fall: 5 things to know,2019-11-13 18:29:00,2
Rupee ends at over 2-month low on weak economic data,2019-11-13 18:12:00,2
"Sensex, Nifty extend losses; Britannia, TCS, RIL top gainers",2019-11-13 18:14:00,2
Home buyers flock to well-funded developers as slowdown swallows small firms,2019-11-13 17:22:00,0
Infosys shares fall 2% on second whistleblower complaint,2019-11-13 16:16:00,2
"Stocks in News: Britannia, TCS, Indian Hotels, HAL, Vodafone Idea",2019-11-13 11:43:00,1
Sun TV slumps on weak September quarter results,2019-11-13 11:01:00,2
"Sensex, Nifty mostly flat; market eyes economic data",2019-11-13 12:14:00,1
Rupee hits two-month low on weak economic data,2019-11-13 09:49:00,2
"Sensex falls over 200 points; Yes Bank, SBI shares drop sharply",2019-11-13 16:11:00,2
"Stock markets likely to be under pressure; Yes Bank, Infosys in focus",2019-11-13 08:27:00,2
"Stocks to Watch: Infosys, Yes Bank, Tata Motors, Lupin, Vodafone Idea",2019-11-13 10:33:00,1
"Tech stocks lift S&P 500, Nasdaq to record highs; Trump speech awaited",2019-11-12 21:39:00,1
"CG Power delays Q1, Q2 results; expects to give numbers shortly",2019-11-12 11:03:00,0
Rupee weakens against dollar tracking Asian peers,2019-11-11 18:31:00,2
"Sensex, Nifty close a tad higher led by banking shares",2019-11-11 17:13:00,1
"IRCTC shares surge today. Now, triple that of IPO price",2019-11-11 13:44:00,1
"Stocks in News: Ashok Leyland, ICICI Bank, JSW Steel, Bank of Baroda, Lupin",2019-11-11 11:48:00,1
"Markets trade mixed at noon; Yes Bank, Kotak Mahindra Bank rise 1-2.5%",2019-11-11 13:13:00,1
Rupee slips to one-month low on US-China trade concerns,2019-11-11 09:19:00,2
"Sensex recovers to end moderately higher, banking stocks rally",2019-11-11 16:16:00,1
"Stock markets momentum likely to be intact, Asian shares gain",2019-11-11 08:36:00,1
"Stocks to Watch: Britannia, Motherson Sumi, Yes Bank, IOC, Coal India",2019-11-11 07:51:00,1
Why investors are pouring cash into most expensive stock of India?,2019-11-11 07:14:00,0
NBFC crisis in India sparks gold rush for some lenders,2019-11-11 06:19:00,1
"Yes Bank, worst performing bank stock, is now seeing world’s biggest surge",2019-11-10 17:11:00,1
"Market outlook: Macroeconomic data, earnings likely to steer stocks this week",2019-11-10 16:07:00,1
"Saudi Aramco IPO starts November 17, offer size still pending",2019-11-10 14:43:00,1
"FPIs invest over  ₹12,000 crore in first week of November",2019-11-10 12:17:00,1
"Four of top-10 firms lose  ₹55,682 crore in m-cap; TCS, HUL worst hit",2019-11-10 10:45:00,2
"Sensex erases day’s gains, slumps 330 points on Moody’s India downgrade",2019-11-08 16:54:00,2
Rupee today falls sharply against US dollar after Moody's lowers India's outlook,2019-11-08 13:18:00,2
Indraprastha Gas share price hits 52-week high on robust Q2 numbers,2019-11-08 12:42:00,1
"HDFC AMC, IGL added to MSCI India index, Yes Bank removed",2019-11-08 12:12:00,1
"Stocks In News: Yes Bank, Indiabulls Housing, Indraprastha Gas, Raymond, DLF",2019-11-08 11:32:00,1
Sensex erases morning gains after hitting lifetime highs,2019-11-08 14:16:00,1
"Rupee, bonds falls as Moody's cuts India rating outlook to negative",2019-11-08 09:38:00,2
Sensex falls over 300 points after hitting record highs for third day,2019-11-08 16:38:00,2
Indian equities seen volatile; global stocks rally on US-China trade deal hopes,2019-11-08 08:51:00,1
"Stocks to Watch: M&M, DLF, Sun Pharma, Mindtree, DHFL, PNB Housing",2019-11-08 08:31:00,1
Demand for niche stocks see Indian IPOs triple benchmark gains,2019-11-08 06:38:00,1
US markets set to resume record run on trade deal optimism,2019-11-07 19:50:00,1
Rupee strengthens against US dollar on gains in Asian peers,2019-11-07 17:57:00,1
"Govt steps on realty, global developments push Sensex to record highs",2019-11-07 16:41:00,1
"Realty stocks jump as govt clears  ₹25,000 crore relief fund",2019-11-07 15:36:00,1
Infosys stock up 1% a day after Nandan Nilekani invokes God,2019-11-07 12:48:00,1
"Stocks in News: Indiabulls Housing, IndusInd Bank, NBCC, Tata Steel, Lupin",2019-11-07 11:50:00,1
How retail investors can make the most of current bull run,2019-11-07 11:41:00,1
"Sensex hits fresh record high, Nifty crosses 12000 mark",2019-11-07 10:04:00,1
Cheaper hedges for rupee send global funds on bond-buying spree,2019-11-07 10:13:00,0
Rupee near three-week low tracking Asian peers,2019-11-07 09:38:00,2
"Sensex extends record-setting run, Nifty ends above 12,000",2019-11-07 16:06:00,1
"Stock markets may rally on govt stimulus; focus on realty stocks, Tata Steel",2019-11-07 08:30:00,1
"Stocks to Watch: Yes Bank, Tata Steel, Realty stocks, BPCL, SBI",2019-11-07 08:11:00,1
Opinion | Ways to free yourself from inner turmoil and attain financial nirvana,2019-11-07 00:20:00,1
Saudi Aramco IPO: China considers up to $10 billion stake,2019-11-06 20:04:00,1
"Sensex off all-time high; ICICI Bank, Cipla top gainers, Titan slumps 10%",2019-11-06 17:28:00,2
Is government’s plan to ban plastic driving up shares of Cheviot?,2019-11-06 16:54:00,1
"Stocks in News: Titan, Sun Pharma, Bharti Airtel, MTNL, Apollo Tyres",2019-11-06 11:29:00,1
Titan falls 9% as analysts downgrade stock post Q2 earnings,2019-11-06 10:44:00,2
"Sensex at all-time high, Nifty scales 12000 mark",2019-11-06 14:17:00,1
"Another record-breaking day for Sensex, banks lead markets higher",2019-11-06 16:26:00,1
Rupee marginally weak; traders eye progress on US-China deal,2019-11-06 09:14:00,2
"Consolidation in stock markets may continue further, realty stocks in focus",2019-11-06 08:54:00,0
"Stocks to Watch: Tata Steel, Titan, Airtel, Cipla, Indiabulls Housing, MTNL",2019-11-06 07:44:00,1
BSE’s M-cap dips below its subsidiary CDSL,2019-11-05 23:55:00,2
"NSE asks FM, Sebi to lower taxes on market trading",2019-11-05 19:34:00,0
"Stocks in News: Indiabulls Housing, Yes Bank, SpiceJet, MTNL, IOB",2019-11-05 12:13:00,1
CDSL now more valuable than parent BSE Ltd,2019-11-05 11:20:00,1
"Sensex, Nifty extend gains on robust foreign fund inflows, corporate earnings",2019-11-05 10:21:00,1
"ICICI Pru Life may be added to MSCI index, some debt-laden firms may be removed",2019-11-05 10:17:00,1
Rupee opens marginally lower amid mixed Asian cues,2019-11-05 09:37:00,2
"Sensex snaps 7-day winning run, ends moderately lower",2019-11-05 16:59:00,2
"Markets likely to stay in range, Yes Bank shares in focus",2019-11-05 08:29:00,1
"Stocks to Watch: Yes Bank, Motherson Sumi, Bajaj Finance, DHFL, Titan Company",2019-11-05 07:59:00,1
Sensex climbs to a record closing high on hopes of a fresh stimulus,2019-11-05 00:14:00,1
"Burger King files for IPO, looks to raise  ₹1,000 crore",2019-11-04 22:15:00,1
Rakesh Jhunjunwala buys Yes Bank shares worth  ₹87 crore,2019-11-04 20:02:00,1
"Sensex ends at record high, metal stocks shine on optimism over US-China deal",2019-11-04 18:35:00,1
Metals stocks shine on optimism over US-China trade deal,2019-11-04 15:30:00,1
"No evidence to corroborate whistleblower allegations, says Infosys",2019-11-04 13:00:00,1
"Stocks in News: Metal firms, Yes Bank, Indian Overseas Bank, DHFL, JSW Energy",2019-11-04 11:51:00,1
"Sensex, Nifty erase gains as auto, banks fall",2019-11-04 12:57:00,2
Rupee ends marginally higher on FII inflow in equities,2019-11-04 18:07:00,2
"Sensex rises for 7th day in a row, closes at record high",2019-11-04 16:05:00,1
"Markets likely to consolidate on global cues, Yes Bank shares in focus",2019-11-04 08:36:00,1
"Stocks to Watch: Yes Bank, HDFC, RIL, Central Bank, Zee Entertainment",2019-11-04 08:25:00,1
"Market outlook: Q2 earnings, macro data key for markets this week",2019-11-03 14:31:00,0
"FPIs remain net buyers for 2nd straight month, infuse  ₹16,464 crore in October",2019-11-03 14:23:00,1
"Next tranches of CPSE, Bharat 22 ETFs likely in March quarter",2019-11-04 10:10:00,1
"Saudi Arabia approves Aramco IPO, prospectus to be released on 10 Nov",2019-11-03 13:28:00,1
Eight of top-10 Indian firms add  ₹1.34 trillion in m-cap; TCS tops the chart,2019-11-03 10:39:00,1
Positive October jobs report lifts US stocks,2019-11-01 23:02:00,1
Sensex rises marginally on global cues,2019-11-01 17:22:00,1
"Zee surges 30% in last two sessions, Dish TV gains 50%",2019-11-01 15:38:00,1
HRITHIK stocks may continue to outperform: Amar Ambani of Yes Securities,2019-11-01 12:52:00,1
"Stocks in news: IndusInd Bank, IOC, DHFL, Vodafone Idea, Central Bank",2019-11-01 11:42:00,1
"Sensex above 40K for third straight day; auto sales numbers, macro data in focus",2019-11-01 10:01:00,1
"Rupee opens flat amid mixed Asian cues, US-China trade talks eyed",2019-11-01 09:44:00,1
"Sensex extends gains to sixth day, IndusInd Bank surges 5%",2019-11-01 16:10:00,1
"Sensex, Nifty may be wobbly on weak macro data; Asian shares fall",2019-11-01 08:28:00,2
"Stocks to Watch: IndusInd Bank, RIL, Yes Bank, Bajaj Auto, Dr Reddy’s, SBI",2019-11-01 08:01:00,1
Sensex scales new peak as US Fed reduces rates,2019-10-31 23:55:00,1
Shares of grounded Jet Airways inexplicably soar by 50%,2019-10-31 12:24:00,1
The unanswered questions in Sebi’s recent FPI regulation tweaks,2019-10-31 11:23:00,0
"Stocks in News: SBI, Vodafone Idea, JK Tyre, Zee Entertainment, Central Bank",2019-10-31 11:14:00,1
"Sensex ends above 40,100 after hitting record high, Yes Bank gains 24% in a day",2019-10-31 19:52:00,1
Rupee opens higher after Fed cuts rates,2019-10-31 09:32:00,2
"Sensex hits record high, then closes with moderate gains; SBI surges 8%",2019-10-31 15:48:00,1
"Obama will kill the stock market. No, Trump will. No, Warren will",2019-10-31 09:12:00,1
"Markets likely to extend rally, Asian shares up after US Fed cuts rate",2019-10-31 08:16:00,1
"Stocks to Watch: SBI, RIL, Indigo, IOC, TVS Motor, Syndicate Bank",2019-10-31 08:03:00,1
"Sensex reclaims 40,000 level in dash towards a fresh all-time high",2019-10-30 23:57:00,1
"Sensex tops 40,000 points on gains in index heavyweights",2019-10-30 17:13:00,1
₹11 lakh crore in 15 days: Investor wealth rises as Sensex rallies 2500 points,2019-10-30 15:57:00,1
"Stocks in News: BHEL, BEML, Bharti Airtel, Shriram Transport, Tata Metaliks",2019-10-30 11:22:00,1
Rupee opens weak as Fed meet eyed,2019-10-30 09:33:00,2
"Sensex hits 40000, Nifty touches 11800 on hopes of tax reforms",2019-10-30 09:31:00,1
Sensex registers third highest close ever as it rises for 4th day,2019-10-30 15:55:00,1
"Markets may consolidate as global rally pauses, Airtel, IndiGo shares in focus",2019-10-30 08:19:00,1
"Stocks to Watch: Infosys, Bharti Airtel, IndiGo, Bandhan Bank, Petronet LNG",2019-10-30 08:30:00,1
Strong reforms buzz makes it an extended Diwali  for  the  markets,2019-10-29 23:31:00,1
"Tata Motors shares zoom 17%; m-cap rises  ₹7,103 cr post strong Q2 earnings",2019-10-29 18:06:00,1
Investor wealth rises  ₹2.73 trillion in market rally,2019-10-29 17:41:00,1
"Sensex ends up on buying in heavyweights, reports govt may rejig tax on equity",2019-10-29 17:44:00,1
Dividend distribution tax could be scrapped,2019-10-29 14:38:00,0
Metal stocks surge; report Centre may allow companies to divert part of iron ore,2019-10-29 12:43:00,1
Rupee (INR) rises to one-month high against US dollar (USD): 5 things to know,2019-10-29 17:25:00,1
"Stocks in News: Tata Motors, Yes Bank, Bharti Airtel, Tata Steel, GVK Power",2019-10-29 11:23:00,1
What's driving the rally in Yes Bank shares?,2019-10-29 11:16:00,1
"Sensex, Nifty jump led by gains in index heavyweights",2019-10-29 12:31:00,1
"Sensex surges over 550 points, inches closer to  40,000",2019-10-29 15:52:00,1
"Rupee hits one-month high on gains in equity markets, Asian currencies",2019-10-29 18:04:00,1
"Sensex, Nifty may gain as global peers rally amid progress in US-Sino talks",2019-10-29 08:26:00,1
"Stocks to Watch: RIL, Bharti Airtel, Hindustan Zinc, Aurobindo Pharma, M&M",2019-10-29 08:09:00,1
"S&P 500 hits record high over trade optimism, rate cut hopes",2019-10-28 20:06:00,1
Maharashtra election results may spur NDA to step up on reforms,2019-10-29 00:26:00,1
"Indian equities to take cues from Q2 earnings, macro data and US Fed decision",2019-10-28 15:21:00,1
Share markets closed today due to Diwali Balipratipada festival,2019-10-28 09:41:00,1
First trading day after Diwali: How Sensex has fared in past 10 years,2019-10-27 19:36:00,1
Market closes 0.5% on Muhurat Trading,2019-10-27 19:33:00,1
Muhurat Trading: Shares of Tata Motors surges 18%,2019-10-27 19:02:00,1
Muhurat trading: Sensex starts on a strong note,2019-10-27 18:34:00,1
"Muhurat trading: Sensex gains nearly 200 points, Tata Motors surges 18%",2019-10-27 19:34:00,1
"Muhurat Trading | Stocks to Watch: RIL, Tata Motors, ICICI Bank, M&M, SBI",2019-10-27 18:17:00,1
Diwali Muhurat trading: How Sensex has fared in past 10 years,2019-10-27 19:31:00,1
"Diwali Muhurat trading session on BSE, NSE to start at 6:15 pm today",2019-10-27 15:11:00,0
"FPIs remain net buyers in Oct; pump in over  ₹3,800 crore into Indian markets",2019-10-27 12:13:00,1
Samvat 2076: Here are 10 stock picks of top brokerages,2019-10-27 10:36:00,1
"Market Outlook: Q2 results, macro-data expected to induce volatility",2019-10-27 09:47:00,0
Seven of top-10 firms add nearly  ₹77k cr in m-cap; TCS biggest gainer,2019-10-26 14:59:00,1
"NSE, BSE step up scrutiny of stocks with higher pledging",2019-10-26 00:24:00,0
Sensex ends 38 points higher as banks stocks rally,2019-10-25 18:50:00,1
Buying scrips with high promoter pledges to become an expensive proposition,2019-10-25 18:13:00,1
ICICI Bank crosses  ₹3 trillion market cap for the first time,2019-10-25 14:18:00,1
"Stocks in News: Indigo, SBI, Bharti Infratel, Vodafone Idea, Castrol India",2019-10-25 11:26:00,1
"Sensex, Nifty a tad higher as assembly results limit gains",2019-10-25 10:01:00,1
IDFC First Bank shares surge 8% on Q2 earnings,2019-10-25 10:52:00,1
"Rupee weak against dollar; investors await cues on US-China, Brexit deal",2019-10-25 09:29:00,2
"Stocks to Watch: Airtel, Vodafone Idea, SBI, Tata Motors, Indigo, ITC",2019-10-25 08:47:00,1
NSE Indices launches Nifty Midcap150 Quality 50 Index,2019-10-24 19:50:00,1
"UTI Asset Management picks Citi, ICICI Securities for planned IPO",2019-10-24 18:04:00,1
"UTI Asset Management picks Citigroup, ICICI Securities for IPO",2019-10-24 17:52:00,1
"Sensex, Nifty end down; telecom, bank stocks fall on SC order on AGR",2019-10-24 16:59:00,2
"SC upholds DoT’s definition of AGR; Vodafone Idea slumps 23%, Airtel recovers",2019-10-24 17:38:00,2
"Stocks in News: Bharti Infratel, MTNL, HCL Tech, Biocon, Granules India",2019-10-24 12:00:00,1
Sensex opens higher as tech stocks lead rally,2019-10-24 09:44:00,1
"Sensex surges in early trade, HCL Tech jumps on Q2 earnings",2019-10-24 09:24:00,1
Rupee opens higher against dollar on strong Asian cues,2019-10-24 09:15:00,1
"Stocks to Watch: HCL Tech, MTNL, IndiGo, Maruti Suzuki, L&T, Tata Steel",2019-10-24 08:01:00,1
Sensex ends with gains on hopes of US China trade deal,2019-10-23 16:44:00,1
"Stocks in News: RBL Bank, Bank of Maharashtra, Jubilant Foodworks",2019-10-23 11:11:00,1
RBL Bank shares plunge 17% as bad loans soar in Q2,2019-10-23 10:16:00,1
"Sensex, Nifty tick higher; Infosys advances 1%",2019-10-23 12:48:00,1
Indian rupee down against greenback in line with Asian peers,2019-10-23 09:21:00,2
"Sensex wobbles in early trade; Axis Bank gains, Infosys under pressure",2019-10-23 09:29:00,1
"Stocks to watch: Infosys, Axis Bank, Bajaj Auto, JSW Steel, HAL",2019-10-23 08:33:00,1
"Ujjivan Small Finance Bank gets Sebi nod for Rs1,200 crore IPO",2019-10-22 18:04:00,1
"Infosys share price crash wipes  ₹53,452 crore off its market value in a day",2019-10-22 17:33:00,1
"Sensex, Nifty snap six-session gains on profit booking",2019-10-22 16:51:00,1
"Bajaj Finance beats estimates in Q2, shares hit new high",2019-10-22 13:50:00,1
"IRCTC shares march on, IPO allottees gain 170%",2020-01-16 14:12:00,1
"Stocks in News: Infosys, Piramal Enterprises, Tata Motors, DCB Bank",2019-10-22 11:08:00,1
Infosys erodes over $6 billion in market cap on whistleblower complaint,2019-10-22 10:30:00,1
"Sensex, Nifty flat; Infosys slumps 15% on whistleblower complaint",2019-10-22 14:39:00,2
"Rupee closes at 70.94 a dollar, up 0.29% from Friday's close",2019-10-22 17:34:00,2
Infosys shares slump after whistleblower allegations,2019-10-22 10:08:00,2
"Stocks to Watch: RIL, Infosys, Piramal Enterprises, Tata Motors, DHFL",2019-10-22 08:18:00,1
"Experts say Sensex, Nifty poised for further gains",2019-10-21 13:42:00,1
Analysts bullish on Samvat 2076 as growth stimulus steps kick in,2019-10-21 00:06:00,1
"REITs, InvITs gain traction; mutual funds invest  ₹9,000 crore during Jan-Sep",2019-10-20 12:47:00,1
"BSE, NSE to remain closed tomorrow due to Maharashtra polls",2019-10-20 12:38:00,1
"Market Outlook: Brexit vote, earnings to guide markets ahead",2019-10-20 12:11:00,1
"FPIs pour in  ₹5,072 crore into Indian capital markets in October so far",2019-10-20 11:07:00,1
"Nine of top-10 Indian firms add  ₹1.47 trillion in m-cap, RIL and TCS shine",2019-10-20 10:39:00,1
"Sensex, Nifty end firm as FPIs turn net buyers, RIL leads gains",2019-10-18 16:48:00,1
ZEEL shares fall 10% post Q2 results; promoter debt overhang lingers,2019-10-18 16:05:00,2
"Investors gain  ₹6 lakh crore in six days as Sensex rallies 1,400 points",2019-10-18 18:32:00,1
"Markets cheer govt’s stake sale plan; shares of PSUs rally, BHEL jumps 27%",2019-10-18 14:48:00,1
"IRCTC share prices surge today, hit new high",2019-10-18 11:24:00,1
"RIL hits  ₹9 trillion market cap, a first for an Indian company",2019-10-18 10:56:00,1
"Stocks in News: BHEL, Yes Bank, Indiabulls Housing, Zee Entertainment, DHFL",2019-10-18 10:52:00,1
"Sensex, Nifty rise led by gains in RIL, TCS",2019-10-18 11:46:00,1
"Nifty rises above 11,600, RIL shares gain ahead of Q2 earnings",2019-10-18 10:13:00,1
Rupee opens flat as investors remain cautious on global cues and RBI minutes,2019-10-18 09:28:00,0
"Nifty, Sensex seen steady on Brexit deal; Tata Motors, Zee, DHFL in focus",2019-10-18 08:32:00,1
"Stocks to Watch: Tata Motors, RIL, Tata Steel, Indigo, DHFL, Motherson Sumi",2019-10-18 07:57:00,1
Brexit deal impact: Five Indian stocks to watch out for,2019-10-17 19:36:00,1
Sebi rejigs primary market advisory committee,2019-10-17 17:14:00,0
"Sensex, Nifty jump; Tata Motors surges 15% on Brexit deal",2019-10-17 16:51:00,1
‘Trade for Free’ offer aims to lure rupee trading home to India,2019-10-17 11:49:00,1
"Stocks in News: Mindtree, Bajaj Consumer, Exide Industries, DHFL",2019-10-17 11:26:00,1
"Sensex, Nifty gain as govt may announce more measures to spur growth",2019-10-17 14:07:00,1
Rupee ticks higher as dollar weak on decline in US retail sales,2019-10-17 09:29:00,2
"Sensex jumps 453 points, Tata Motors surges 10% as new Brexit deal agreed",2019-10-17 16:15:00,1
"Stocks to Watch: Mindtree, DHFL, Zee Entertainment, TVS Motor, BPCL",2019-10-17 08:45:00,1
"Sensex, Nifty likely to be in a range, global shares lose steam",2019-10-17 08:22:00,2
Most stocks that listed this year trade above issue price on better pricing,2019-10-17 08:21:00,1
"Sensex, Nifty rise fuelled by gains in financial, energy stocks",2019-10-16 10:19:00,1
"Gold prices up today but down  ₹2,000 from last month highs, silver edges up",2019-10-16 16:30:00,2
"Sensex posts best run in three months, Bajaj Finance leads gains",2019-10-16 16:18:00,1
Indian rupee ends lower as investors await US-China developments,2019-10-16 17:50:00,2
Bond bull says Indian traders too skeptical over deficit targets,2019-10-16 09:06:00,1
"Stocks to Watch: Wipro, Zee Entertainment, Bajaj Consumer Care, BPCL, HAL",2019-10-16 08:18:00,1
Stock markets may continue to consolidate; Zee and Wipro shares in focus,2019-10-16 08:21:00,1
"Led by health and tech, US stocks march higher following solid earnings reports",2019-10-15 21:39:00,1
Markets close higher for third straight day; auto stocks lead benchmark indices,2019-10-15 17:27:00,1
"Lakshmi Vilas Bank, Syndicate Bank slump to 52-week low on RBI penalty",2019-10-15 12:56:00,2
"Stocks in News: Lakshmi Vilas Bank, Syndicate Bank, JSW Steel, Zee Entertainment",2019-10-15 12:23:00,1
IRCTC share prices hit new high today after blockbuster debut,2019-10-15 11:06:00,1
"Sensex, Nifty pare early gains as investors eye US-China developments",2019-10-16 12:40:00,1
"Sensex rises nearly 300 points; HUL, banks lead gains",2019-10-15 16:31:00,1
"Indian rupee little changed against US dollar, Asian peers trade mixed",2019-10-15 09:19:00,2
